MONTH,WEEKOFMONTH,DAYOFWEEK,MAKE,ACCIDENTAREA,DAYOFWEEKCLAIMED,MONTHCLAIMED,WEEKOFMONTHCLAIMED,SEX,MARITALSTATUS,AGE,FAULT,POLICYTYPE,VEHICLECATEGORY,VEHICLEPRICE,REPNUMBER,DEDUCTIBLE,DRIVERRATING,DAYS_POLICY_ACCIDENT,DAYS_POLICY_CLAIM,PASTNUMBEROFCLAIMS,AGEOFVEHICLE,AGEOFPOLICYHOLDER,POLICEREPORTFILED,WITNESSPRESENT,AGENTTYPE,NUMBEROFSUPPLIMENTS,ADDRESSCHANGE_CLAIM,NUMBEROFCARS,YEAR,BASEPOLICY,FRAUDFOUND
Jun,week_4,Wednesday,Toyota,Urban,Monday,Jun,week_4,Female,Married,34,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,16,400,rate_4,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1994,Collision,Yes
Apr,week_4,Wednesday,Honda,Urban,Tuesday,May,week_1,Male,Single,0,Policy_Holder,Sedan-All_Perils,Sedan,more_than_69000,3,400,rate_1,more_than_30,more_than_30,none,new,16_to_17,No,No,External,none,no_change,1-vehicle,1994,All_Perils,Yes
Apr,week_4,Wednesday,Pontiac,Urban,Tuesday,May,week_1,Male,Married,40,Policy_Holder,Sedan-All_Perils,Sedan,more_than_69000,1,400,rate_2,more_than_30,more_than_30,1,5_years,36_to_40,No,No,External,none,no_change,1-vehicle,1994,All_Perils,Yes
Jun,week_2,Tuesday,Pontiac,Urban,Wednesday,Jun,week_2,Male,Married,61,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,3,400,rate_1,more_than_30,more_than_30,1,more_than_7,51_to_65,No,No,External,more_than_5,no_change,1-vehicle,1994,All_Perils,Yes
Apr,week_4,Friday,Pontiac,Urban,Friday,Jun,week_3,Male,Single,25,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,6,400,rate_4,more_than_30,more_than_30,none,3_years,26_to_30,No,No,External,none,no_change,1-vehicle,1994,All_Perils,Yes
Jun,week_1,Thursday,Mazda,Urban,Friday,Jun,week_1,Male,Single,32,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,16,400,rate_4,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,All_Perils,Yes
May,week_5,Sunday,Honda,Rural,Tuesday,May,week_5,Male,Married,35,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,9,400,rate_3,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1994,All_Perils,Yes
May,week_5,Sunday,Toyota,Urban,Monday,Jun,week_1,Male,Single,34,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,10,400,rate_4,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,All_Perils,Yes
Jun,week_2,Monday,Toyota,Urban,Monday,Jun,week_4,Male,Married,54,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,8,400,rate_1,more_than_30,more_than_30,1,7_years,41_to_50,No,No,External,3_to_5,no_change,1-vehicle,1994,Collision,Yes
Jul,week_1,Saturday,Toyota,Urban,Thursday,Jul,week_3,Male,Married,40,Policy_Holder,Sedan-All_Perils,Sedan,more_than_69000,3,400,rate_1,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1994,All_Perils,Yes
Jun,week_4,Monday,Honda,Urban,Tuesday,Jul,week_1,Male,Married,28,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,10,400,rate_3,more_than_30,more_than_30,2_to_4,5_years,31_to_35,No,No,External,more_than_5,1_year,1-vehicle,1994,Collision,Yes
Jun,week_3,Saturday,Mazda,Urban,Thursday,Jun,week_4,Male,Married,41,Policy_Holder,Sedan-Collision,Sedan,more_than_69000,2,400,rate_2,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1994,Collision,Yes
May,week_1,Tuesday,Toyota,Urban,Thursday,May,week_1,Male,Married,46,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,14,400,rate_1,more_than_30,more_than_30,1,7_years,41_to_50,No,No,External,none,4_to_8_years,2-vehicles,1994,Collision,Yes
Jul,week_3,Tuesday,Pontiac,Urban,Tuesday,Aug,week_1,Male,Married,28,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,1,400,rate_2,more_than_30,more_than_30,more_than_4,7_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1994,All_Perils,Yes
Jun,week_3,Friday,Honda,Rural,Friday,Jun,week_4,Male,Single,20,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,6,400,rate_2,more_than_30,more_than_30,more_than_4,4_years,21_to_25,No,No,External,more_than_5,no_change,1-vehicle,1994,All_Perils,Yes
Jul,week_3,Thursday,Mercury,Urban,Thursday,Sep,week_2,Male,Single,31,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,10,400,rate_3,more_than_30,more_than_30,2_to_4,5_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1994,All_Perils,Yes
Jul,week_1,Tuesday,Honda,Urban,Thursday,Nov,week_3,Male,Married,29,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,16,400,rate_2,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,All_Perils,Yes
May,week_2,Monday,Accura,Rural,Wednesday,May,week_2,Male,Married,35,Policy_Holder,Sedan-All_Perils,Sedan,more_than_69000,2,400,rate_4,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,All_Perils,Yes
Jul,week_3,Friday,Mazda,Urban,Friday,Jul,week_3,Male,Single,26,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,8,400,rate_3,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1994,Collision,Yes
Jun,week_3,Saturday,Mazda,Urban,Monday,Jun,week_3,Male,Married,35,Policy_Holder,Sport-Collision,Sport,more_than_69000,11,400,rate_3,more_than_30,more_than_30,none,3_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,Collision,Yes
Jun,week_3,Sunday,Mazda,Urban,Monday,Jun,week_3,Female,Married,28,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,8,400,rate_2,more_than_30,more_than_30,2_to_4,4_years,31_to_35,No,No,External,3_to_5,4_to_8_years,2-vehicles,1994,Collision,Yes
Sep,week_4,Thursday,Honda,Urban,Tuesday,Sep,week_4,Male,Married,48,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,3,400,rate_3,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,Yes
Aug,week_5,Tuesday,Pontiac,Urban,Wednesday,Aug,week_5,Male,Married,52,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,13,400,rate_3,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1994,All_Perils,Yes
Aug,week_1,Friday,Toyota,Urban,Thursday,Sep,week_1,Male,Married,26,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,11,700,rate_3,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,All_Perils,Yes
Sep,week_5,Friday,Pontiac,Rural,Monday,Oct,week_2,Female,Married,34,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,11,400,rate_1,more_than_30,more_than_30,1,7_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,Yes
Sep,week_4,Friday,Toyota,Urban,Friday,Oct,week_4,Male,Married,27,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,16,400,rate_4,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,Internal,more_than_5,no_change,3_to_4,1995,Collision,Yes
Sep,week_4,Friday,Honda,Urban,Tuesday,Sep,week_4,Male,Single,32,Policy_Holder,Sport-Collision,Sport,more_than_69000,8,400,rate_1,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,Yes
Oct,week_1,Saturday,VW,Urban,Monday,Oct,week_1,Male,Married,55,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,1,400,rate_1,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,1_to_2,no_change,3_to_4,1995,All_Perils,Yes
Oct,week_1,Saturday,Pontiac,Urban,Thursday,Oct,week_1,Male,Married,41,Policy_Holder,Sedan-Collision,Sedan,less_than_20000,11,400,rate_3,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,Yes
Sep,week_4,Tuesday,Pontiac,Urban,Thursday,Sep,week_5,Male,Married,46,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,5,400,rate_4,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,Yes
Sep,week_4,Tuesday,Honda,Urban,Wednesday,Sep,week_5,Female,Married,62,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,3,400,rate_3,more_than_30,more_than_30,more_than_4,more_than_7,51_to_65,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,Yes
May,week_2,Sunday,Mazda,Rural,Tuesday,May,week_4,Male,Single,29,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,4,400,rate_1,more_than_30,more_than_30,1,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,Collision,Yes
May,week_2,Sunday,Mazda,Urban,Monday,May,week_2,Male,Single,21,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,10,400,rate_1,more_than_30,more_than_30,1,5_years,26_to_30,No,No,External,none,no_change,1-vehicle,1994,Collision,Yes
May,week_2,Sunday,Mazda,Urban,Friday,May,week_2,Male,Married,28,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,9,400,rate_4,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,All_Perils,Yes
Jul,week_4,Sunday,Accura,Urban,Friday,Jul,week_5,Male,Married,51,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,14,400,rate_2,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,none,no_change,3_to_4,1994,All_Perils,Yes
Oct,week_2,Sunday,Mazda,Urban,Tuesday,Oct,week_2,Male,Married,39,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,9,400,rate_3,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,Yes
Oct,week_2,Sunday,Chevrolet,Urban,Monday,Oct,week_2,Male,Single,49,Policy_Holder,Sedan-All_Perils,Sedan,more_than_69000,3,400,rate_2,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,none,no_change,3_to_4,1995,All_Perils,Yes
Oct,week_1,Saturday,Accura,Urban,Monday,Apr,week_4,Male,Single,58,Policy_Holder,Sedan-All_Perils,Sedan,more_than_69000,5,400,rate_2,more_than_30,more_than_30,2_to_4,more_than_7,51_to_65,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,Yes
Oct,week_2,Monday,Pontiac,Urban,Friday,Nov,week_4,Male,Single,27,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,7,400,rate_4,more_than_30,more_than_30,more_than_4,6_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,Yes
May,week_2,Thursday,Pontiac,Rural,Tuesday,Jun,week_3,Male,Single,27,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,16,400,rate_4,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1994,All_Perils,Yes
Jul,week_2,Sunday,Honda,Urban,Monday,Oct,week_2,Male,Married,46,Policy_Holder,Sport-Collision,Sport,more_than_69000,9,400,rate_1,more_than_30,more_than_30,none,7_years,41_to_50,No,No,External,none,no_change,1-vehicle,1994,Collision,Yes
Aug,week_5,Sunday,Honda,Urban,Monday,Aug,week_5,Male,Single,19,Policy_Holder,Sport-Collision,Sport,more_than_69000,6,400,rate_1,more_than_30,more_than_30,none,5_years,21_to_25,No,No,External,none,no_change,1-vehicle,1994,Collision,Yes
Jul,week_4,Wednesday,Saturn,Urban,Wednesday,Aug,week_1,Male,Married,44,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,7,400,rate_2,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,1_to_2,no_change,3_to_4,1994,All_Perils,Yes
Feb,week_2,Wednesday,Pontiac,Urban,Thursday,Feb,week_2,Female,Married,45,Third_Party,Sedan-Collision,Sedan,20000_to_29000,1,500,rate_2,more_than_30,more_than_30,none,6_years,36_to_40,No,No,External,1_to_2,2_to_3_years,1-vehicle,1995,Collision,Yes
Jul,week_4,Thursday,Mercury,Urban,Friday,Jul,week_4,Male,Married,36,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,5,400,rate_2,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1994,All_Perils,Yes
Aug,week_1,Saturday,Ford,Urban,Wednesday,Aug,week_2,Female,Married,51,Policy_Holder,Sedan-Collision,Sedan,40000_to_59000,12,400,rate_3,more_than_30,more_than_30,1,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1994,Collision,Yes
May,week_4,Friday,Pontiac,Urban,Monday,Jun,week_1,Male,Married,40,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,12,500,rate_1,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,none,2_to_3_years,1-vehicle,1994,All_Perils,Yes
Oct,week_3,Tuesday,Toyota,Urban,Wednesday,Oct,week_3,Male,Married,34,Third_Party,Sedan-All_Perils,Sedan,less_than_20000,2,500,rate_2,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,more_than_5,2_to_3_years,1-vehicle,1994,All_Perils,Yes
Aug,week_3,Friday,Accura,Urban,Monday,Sep,week_1,Male,Single,24,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,15,400,rate_2,more_than_30,more_than_30,2_to_4,6_years,26_to_30,No,No,External,1_to_2,no_change,1-vehicle,1994,Liability,Yes
Jun,week_2,Monday,Pontiac,Urban,Thursday,Jun,week_3,Male,Married,37,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,13,400,rate_3,more_than_30,more_than_30,2_to_4,6_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1994,All_Perils,Yes
Sep,week_1,Tuesday,Toyota,Urban,Wednesday,Sep,week_3,Male,Married,40,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,2,400,rate_1,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,Yes
Sep,week_1,Tuesday,Honda,Urban,Friday,Sep,week_2,Male,Married,53,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,12,400,rate_4,more_than_30,more_than_30,1,more_than_7,41_to_50,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,Yes
Sep,week_1,Friday,Toyota,Urban,Monday,Sep,week_1,Female,Single,45,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,10,400,rate_3,more_than_30,more_than_30,none,6_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1994,All_Perils,Yes
Sep,week_1,Saturday,Pontiac,Urban,Monday,Nov,week_2,Female,Married,33,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,3,400,rate_4,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,All_Perils,Yes
Sep,week_1,Saturday,Mazda,Urban,Friday,Sep,week_4,Male,Single,22,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,3,400,rate_3,more_than_30,more_than_30,2_to_4,5_years,26_to_30,No,No,External,more_than_5,no_change,3_to_4,1994,Collision,Yes
Sep,week_1,Tuesday,Accura,Urban,Thursday,Sep,week_5,Male,Married,28,Policy_Holder,Utility-All_Perils,Utility,more_than_69000,6,400,rate_4,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,Yes
Aug,week_4,Thursday,Pontiac,Urban,Friday,Aug,week_4,Male,Married,40,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,13,400,rate_1,more_than_30,more_than_30,2_to_4,more_than_7,36_to_40,No,No,External,3_to_5,no_change,1-vehicle,1994,All_Perils,Yes
Aug,week_4,Thursday,Ford,Urban,Tuesday,Oct,week_1,Male,Married,62,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,8,400,rate_3,more_than_30,more_than_30,1,more_than_7,51_to_65,No,No,External,3_to_5,1_year,1-vehicle,1994,All_Perils,Yes
Sep,week_2,Monday,Toyota,Urban,Monday,Sep,week_4,Male,Single,35,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,4,400,rate_4,more_than_30,more_than_30,1,5_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,All_Perils,Yes
Sep,week_1,Sunday,Mazda,Urban,Thursday,Sep,week_2,Male,Married,42,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,10,400,rate_1,more_than_30,more_than_30,none,more_than_7,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,Yes
Sep,week_1,Friday,Toyota,Urban,Tuesday,Sep,week_2,Male,Married,33,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,6,400,rate_4,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,All_Perils,Yes
Sep,week_1,Friday,Mazda,Urban,Tuesday,Sep,week_2,Male,Married,41,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,10,400,rate_3,more_than_30,more_than_30,1,more_than_7,36_to_40,No,No,External,none,no_change,1-vehicle,1994,All_Perils,Yes
Jul,week_1,Tuesday,Honda,Urban,Friday,Jul,week_2,Male,Married,35,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,1,400,rate_4,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1994,All_Perils,Yes
Sep,week_4,Sunday,Pontiac,Urban,Wednesday,Sep,week_5,Male,Married,29,Policy_Holder,Sedan-All_Perils,Sedan,more_than_69000,2,400,rate_4,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,Yes
Oct,week_4,Sunday,Toyota,Rural,Monday,Oct,week_5,Male,Single,49,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,6,400,rate_1,more_than_30,more_than_30,none,7_years,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,Yes
Sep,week_2,Saturday,Accura,Urban,Friday,Sep,week_4,Male,Married,72,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,5,400,rate_1,more_than_30,more_than_30,none,7_years,over_65,No,No,External,none,no_change,1-vehicle,1995,All_Perils,Yes
Oct,week_3,Thursday,Chevrolet,Urban,Tuesday,Oct,week_4,Male,Single,28,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,6,400,rate_4,more_than_30,more_than_30,none,5_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,All_Perils,Yes
Sep,week_3,Wednesday,Toyota,Urban,Friday,Sep,week_3,Female,Widow,35,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,16,400,rate_1,more_than_30,more_than_30,1,7_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,Yes
Feb,week_3,Friday,VW,Urban,Thursday,Mar,week_3,Male,Single,45,Third_Party,Sedan-All_Perils,Sedan,more_than_69000,3,500,rate_4,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,more_than_5,2_to_3_years,1-vehicle,1995,All_Perils,Yes
Aug,week_5,Tuesday,Toyota,Rural,Wednesday,Aug,week_5,Male,Single,42,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,2,400,rate_4,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1994,All_Perils,Yes
Oct,week_4,Saturday,Honda,Rural,Wednesday,Oct,week_4,Female,Single,42,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,8,400,rate_3,more_than_30,more_than_30,none,4_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,Yes
Sep,week_4,Saturday,Pontiac,Rural,Tuesday,Oct,week_1,Male,Single,29,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,16,400,rate_1,more_than_30,more_than_30,1,5_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,All_Perils,Yes
Nov,week_5,Wednesday,Pontiac,Urban,Wednesday,Nov,week_5,Male,Married,45,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,15,400,rate_2,more_than_30,more_than_30,1,4_years,36_to_40,No,No,External,3_to_5,no_change,1-vehicle,1995,Collision,Yes
Sep,week_5,Wednesday,Pontiac,Rural,Tuesday,Oct,week_1,Male,Single,28,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,15,400,rate_2,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,Yes
Nov,week_2,Tuesday,Toyota,Urban,Wednesday,Nov,week_2,Male,Married,48,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,9,400,rate_4,more_than_30,more_than_30,1,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1995,All_Perils,Yes
Nov,week_1,Friday,Pontiac,Urban,Thursday,Nov,week_2,Male,Married,28,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,15,400,rate_1,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,Yes
Sep,week_5,Wednesday,Toyota,Urban,Monday,Oct,week_3,Male,Married,43,Policy_Holder,Sedan-Collision,Sedan,more_than_69000,1,400,rate_3,more_than_30,more_than_30,more_than_4,6_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,Yes
Aug,week_3,Sunday,Toyota,Urban,Friday,Aug,week_3,Male,Single,32,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,4,400,rate_3,more_than_30,more_than_30,more_than_4,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1994,All_Perils,Yes
Oct,week_2,Friday,Saturn,Urban,Monday,Oct,week_2,Male,Married,60,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,10,400,rate_4,more_than_30,more_than_30,none,more_than_7,51_to_65,No,No,External,3_to_5,no_change,1-vehicle,1995,All_Perils,Yes
Dec,week_2,Friday,Honda,Urban,Monday,Jan,week_3,Male,Single,22,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,11,400,rate_3,more_than_30,more_than_30,none,3_years,26_to_30,No,No,External,none,no_change,1-vehicle,1995,All_Perils,Yes
Jan,week_1,Thursday,Honda,Urban,Thursday,Jan,week_2,Female,Married,43,Third_Party,Sport-Collision,Sport,more_than_69000,9,400,rate_2,more_than_30,more_than_30,1,4_years,36_to_40,No,No,External,none,2_to_3_years,2-vehicles,1994,Collision,Yes
Jul,week_4,Saturday,Accura,Urban,Tuesday,Aug,week_4,Male,Married,55,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,1,400,rate_1,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1994,All_Perils,Yes
Dec,week_2,Saturday,Honda,Urban,Tuesday,Dec,week_3,Male,Married,51,Policy_Holder,Sport-Collision,Sport,more_than_69000,13,400,rate_3,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1995,Collision,Yes
Aug,week_2,Wednesday,Toyota,Urban,Thursday,Aug,week_3,Male,Married,38,Policy_Holder,Sedan-All_Perils,Sedan,more_than_69000,14,400,rate_1,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1994,All_Perils,Yes
Aug,week_3,Sunday,Toyota,Rural,Thursday,Aug,week_3,Male,Married,35,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,13,400,rate_3,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,Collision,Yes
Aug,week_3,Sunday,Chevrolet,Urban,Monday,Oct,week_3,Male,Married,45,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,13,400,rate_1,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,3_to_5,4_to_8_years,2-vehicles,1994,Collision,Yes
Nov,week_5,Tuesday,Mazda,Urban,Monday,Dec,week_2,Male,Married,31,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,14,400,rate_4,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,Yes
Dec,week_3,Thursday,Honda,Urban,Friday,Dec,week_4,Male,Married,47,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,7,400,rate_2,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1995,Collision,Yes
Nov,week_3,Monday,Mazda,Urban,Wednesday,Nov,week_3,Male,Married,34,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,13,300,rate_4,more_than_30,more_than_30,1,5_years,31_to_35,No,No,External,none,2_to_3_years,1-vehicle,1995,All_Perils,Yes
Dec,week_4,Tuesday,Pontiac,Urban,Tuesday,Jan,week_1,Male,Married,38,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,5,400,rate_4,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,All_Perils,Yes
